,experiment_id,mean_jitter,std_jitter,mean_latency,std_latency,mean_throughput,std_throughput,index,error_rate,std_error_rate,topology,num_robots,msg_limit,migration_frequency,robot_speed,group_count,mean_jitter_scaled,mean_latency_scaled,mean_throughput_scaled,error_rate_scaled,QoS_c,QoS_s
281,2507251846,9.57072828118213,3.6616255020654287,17.8375,6.932221465334503,0.27209809264305174,0.8328476087856619,281.0,0.0,0.0,Comm Aware,8,Limited,None,Static,1101,0.13147053198414166,0.09779742302470093,0.2316259113861617,0.0,0.8413962466302304,0.811934989025906
282,2507251848,12.650696724635226,4.888603960264145,18.601388888888888,7.029598390188224,0.27034296028880866,0.8573901438581424,282.0,0.0,0.0,Comm Aware,8,Limited,None,Static,1108,0.1853043153395616,0.1044983801274274,0.22913566413581424,0.0,0.8243382975149773,0.8023567285071145
283,2507251850,10.96899395911574,3.129836532586856,17.566666666666666,7.371885197018785,0.2770860314523589,0.9100772866035809,283.0,0.0,0.0,Comm Aware,8,Limited,None,Static,1081,0.15591037056080065,0.09542162914282518,0.23870298501810164,0.0,0.8371818912901975,0.8100407970480764
284,2507251854,10.787577898577823,3.6617708165785783,19.554166666666667,8.74612625262223,0.2515970772442589,0.90482628875559,284.0,0.0,0.0,Comm Aware,8,Limited,None,Static,958,0.15273945726103888,0.11285630116828266,0.20253830605386106,0.0,0.8256408157059851,0.8006682974463739
285,2507251856,11.927129904835812,2.1885900743926303,19.3375,5.367239896757685,0.2713091922005571,0.8846320376538923,285.0,0.0,0.0,Comm Aware,8,Limited,None,Static,1077,0.17265732231499004,0.11095566606278204,0.23050659001249393,0.0,0.8244084953911108,0.803559369745833
286,2507251858,12.59097235115083,3.1732935850658834,19.59861111111111,5.775629751809093,0.2717785843920145,0.8825661916417699,286.0,0.015873015873015872,0.10286889997472792,Comm Aware,8,Limited,None,Static,1102,0.18426041211710115,0.11324617503607765,0.231172581161985,0.3118415507796039,0.7736528349519438,0.6456877527696182
287,2507251900,11.914857243836344,2.631266184551096,19.495833333333334,7.306050589782318,0.2827092709270927,0.8932426731063156,287.0,0.0,0.0,Comm Aware,8,Limited,None,Static,1111,0.17244281239855103,0.11234459171680172,0.24668144693075897,0.0,0.8253851457350373,0.8066181787688488
288,2507251902,11.252639980748235,1.6127160019186566,17.39236111111111,5.424047423662944,0.2766818181818182,0.8925181828262597,288.0,0.0,0.0,Comm Aware,8,Limited,None,Static,1100,0.16086812865427996,0.09389259256756669,0.23812947215277017,0.0,0.8366496187679238,0.8094117862472769
289,2507251904,11.707577607739356,3.5780704394599163,18.397222222222222,5.938062885228158,0.27057813911472445,0.849835230275558,289.0,0.0,0.0,Comm Aware,8,Limited,None,Static,1107,0.16881983793355132,0.10270739704724416,0.229469344626155,0.0,0.8293882764556056,0.8051647836781117
290,2507251906,12.62049490942847,2.5453311004686583,22.34444444444444,8.42182434039434,0.2663143382352941,0.8481359616666645,290.0,0.0,0.0,Comm Aware,8,Limited,None,Static,1088,0.18477642747102285,0.1373330699307872,0.22341970489934962,0.0,0.8074813286567857,0.7963675163695985
291,2507261223,13.428015746785631,3.3837341744698883,19.561431623931625,7.041969722151818,0.4073605520414031,1.1383309468739617,291.0,0.006472491909385113,0.06568861854428623,Comm Aware,8,Unlimited,None,Static,1739,0.198890825917435,0.11292003055051839,0.42354133404797056,0.12715869060915885,0.8170976080588053,0.7743572930348216
292,2507261225,13.223272761786813,2.969439581377817,17.145896464646466,5.199870564393642,0.4117008985879333,1.1953054695174825,292.0,0.0,0.0,Comm Aware,8,Unlimited,None,Static,1558,0.1953121887656819,0.09173056475524899,0.429699579622398,0.0,0.8482766283931948,0.84288350289634
293,2507261227,13.440734787148802,2.9791827126238464,19.362256493506493,6.7487453974787535,0.4246066134549601,1.268120046864314,293.0,0.0,0.0,Comm Aware,8,Unlimited,None,Static,1754,0.19911313795600644,0.11117283403500144,0.4480106892567718,0.0,0.8394363674191748,0.8430592420527032
294,2507261229,12.3891676396418,3.248422472741944,19.324616355866358,6.383255116389073,0.39593750000000005,1.1518727078470787,294.0,0.0,0.0,Comm Aware,8,Unlimited,None,Static,1568,0.18073313210792674,0.11084264864896429,0.4073338817336707,0.0,0.8401287808219032,0.8377304092332005
295,2507261231,14.301298693128496,2.4281086023994387,21.03560467310467,6.099481095060577,0.42312178387650085,1.2253079646186562,295.0,0.0,0.0,Comm Aware,8,Unlimited,None,Static,1749,0.21415465923408322,0.12585171539132373,0.44590395766695534,0.0,0.8281258732625129,0.83817983533958
296,2507261233,13.179758428396713,3.9430611556030017,19.069209725459725,7.463036025578979,0.415622641509434,1.2237345819206926,296.0,0.0,0.0,Comm Aware,8,Unlimited,None,Static,1590,0.19455161564956525,0.10860218030467908,0.43526389475978744,0.0,0.8405873954112479,0.8415797095588209
297,2507261235,14.087139506130908,4.391837708819492,20.268006993006992,6.805193744933459,0.40424408014571944,1.092677615091636,297.0,0.0,0.0,Comm Aware,8,Unlimited,None,Static,1647,0.21041143929918182,0.11911822417119539,0.4191195674784869,0.0,0.8297499848374554,0.8343944639751408
298,2507261237,12.933692719443513,1.8538618222449859,20.18743686868687,5.593609962992071,0.4097559449311639,1.1533298297503352,298.0,0.0,0.0,Comm Aware,8,Unlimited,None,Static,1598,0.19025071182207898,0.11841144998625369,0.42694000682772293,0.0,0.8359255977341258,0.8390886770942947
299,2507261239,12.752032184377864,2.1013513033840545,19.23671004921005,5.664184781093108,0.4107402837754473,1.1216580847339588,299.0,0.0,0.0,Comm Aware,8,Unlimited,None,Static,1621,0.18707552543023737,0.11007152028392178,0.4283366234956688,0.0,0.8410290208500467,0.8410952678420098
