response,effect,F_value,p_value,sum_sq
latency_std,C(robot_speed):C(msg_limit),0.05495449114668737,0.8147702627568799,30.55822399289272
latency_std,C(topology):C(robot_speed):C(msg_limit),0.0432212240074459,0.8354100475918657,24.03377443603423
latency_std,Residual,,,233546.95511157686
kbps_in_mean,C(topology),92.67745988903764,5.915759036122559e-20,106.6694547552614
kbps_in_mean,C(robot_speed),0.014706658897260867,0.9035343745943385,0.016926999161615892
kbps_in_mean,C(msg_limit),36.62979148416602,3.167301636281139e-09,42.15998032415949
kbps_in_mean,C(topology):C(robot_speed),4.7641099286934624e-07,0.9994496076337739,5.483372214735999e-07
kbps_in_mean,C(topology):C(msg_limit),8.778130443129184,0.003221913192162008,10.103410141584044
kbps_in_mean,C(robot_speed):C(msg_limit),0.14347772317332844,0.7050392764849891,0.16513929620804804
kbps_in_mean,C(topology):C(robot_speed):C(msg_limit),0.17054136612945847,0.679841867832502,0.1962888771447493
kbps_in_mean,Residual,,,483.4095696067853
kbps_in_std,C(topology),83.39042014881844,2.8689683750992202e-18,61.44861106578878
kbps_in_std,C(robot_speed),0.01945653945668118,0.8891324265923204,0.014337106392150915
kbps_in_std,C(msg_limit),41.090734315563914,3.9114349284284253e-10,30.278880318131172
kbps_in_std,C(topology):C(robot_speed),0.00041343060961712474,0.9837873923970392,0.00030464814408798273
kbps_in_std,C(topology):C(msg_limit),15.062281293767283,0.0001207505504939525,11.099071851808219
kbps_in_std,C(robot_speed):C(msg_limit),0.10547403756508075,0.7455186163533929,0.07772155482978312
kbps_in_std,C(topology):C(robot_speed):C(msg_limit),0.16497825571895774,0.6848207745358641,0.12156893623865643
kbps_in_std,Residual,,,309.48898688330894
kbps_out_mean,C(topology),91.8666158136552,8.277395352354938e-20,103.74533831452773
kbps_out_mean,C(robot_speed),0.00976583845121475,0.9213265436808934,0.011028600597429432
kbps_out_mean,C(msg_limit),35.90445143784686,4.461308278084138e-09,40.54704125569059
kbps_out_mean,C(topology):C(robot_speed),0.0015959133403515287,0.9681528607363237,0.0018022713468762285
kbps_out_mean,C(topology):C(msg_limit),8.49848366010074,0.0037446808453366824,9.597371740198394
kbps_out_mean,C(robot_speed):C(msg_limit),0.16130720479018568,0.6881601276115735,0.1821648744248302
kbps_out_mean,C(topology):C(robot_speed):C(msg_limit),0.18670610518686762,0.6658941026809564,0.21084795468344888
kbps_out_mean,Residual,,,474.3076873593169
kbps_out_std,C(topology),101.95382728470446,1.318690177097377e-21,311.6221353724381
kbps_out_std,C(robot_speed),0.07661388710133198,0.7820758857690493,0.23417054301483517
kbps_out_std,C(msg_limit),1.7319373341453868,0.18888148644384314,5.29367091723297
kbps_out_std,C(topology):C(robot_speed),0.03686146319848889,0.847840170099798,0.11266715709248273
kbps_out_std,C(topology):C(msg_limit),0.35240873154203634,0.5530723295284639,1.0771381945314873
kbps_out_std,C(robot_speed):C(msg_limit),0.20745275957760662,0.6490066469453257,0.6340798933222331
kbps_out_std,C(topology):C(robot_speed):C(msg_limit),0.29591988329836055,0.5867403160518596,0.904479884556843
kbps_out_std,Residual,,,1283.7310804521348
final_fitness_score,C(topology),0.009806453652372892,0.9211636499068541,0.4734458922969296
final_fitness_score,C(robot_speed),2.268785052308954,0.13275506055970254,109.53470047354325
final_fitness_score,C(msg_limit),1.2064372654122282,0.272668118281081,58.24559905865151
final_fitness_score,C(topology):C(robot_speed),3.928206902211481,0.048133966712828456,189.64994766425616
final_fitness_score,C(topology):C(msg_limit),0.9576965920210536,0.32833124737094765,46.23664513515768
final_fitness_score,C(robot_speed):C(msg_limit),0.36246076066206906,0.5474676215895958,17.49924736683514
final_fitness_score,C(topology):C(robot_speed):C(msg_limit),1.6917308047809243,0.19408615206101806,81.67509160683196
final_fitness_score,Residual,,,20277.18498588885
fitness_rate_change,C(topology),2.4655237653845177,0.11712193441291666,0.7988224383470004
fitness_rate_change,C(robot_speed),9.785146367665568,0.0018817882228240458,3.1703586032081277
fitness_rate_change,C(msg_limit),0.6650768005928835,0.4152355746373042,0.21548292456015813
fitness_rate_change,C(topology):C(robot_speed),1.451927927666523,0.228897352974737,0.47042037224159305
fitness_rate_change,C(topology):C(msg_limit),0.662054630731248,0.4162965574384512,0.21450375042609984
fitness_rate_change,C(robot_speed):C(msg_limit),0.012708840104720669,0.9102957095482387,0.004117626762941307
fitness_rate_change,C(topology):C(robot_speed):C(msg_limit),4.13832323928195e-05,0.9948703143108066,1.3408045410406747e-05
fitness_rate_change,Residual,,,136.07876298584998
rssi_mean,C(topology),4.110105472765807,0.043258726279517046,257.8589733707048
rssi_mean,C(robot_speed),6.497084030644247,0.011159857078218934,407.6127557178595
rssi_mean,C(msg_limit),5.570997980262533,0.01871666264398177,349.51215470246404
rssi_mean,C(topology):C(robot_speed),1.2841221833628254,0.2577804382101403,80.56300016594571
rssi_mean,C(topology):C(msg_limit),1.4645817989571142,0.2268831613395698,91.88463935996423
rssi_mean,C(robot_speed):C(msg_limit),2.998113165667368,0.08409585218595507,188.09502288221006
rssi_mean,C(topology):C(robot_speed):C(msg_limit),1.6247186277988097,0.20313982845271542,101.93127163195135
rssi_mean,Residual,,,26349.875820295518
rssi_std,C(topology),7.591439337198627,0.006119714065302155,12.956021933220404
rssi_std,C(robot_speed),0.9829465643494409,0.3220432561895341,1.677557664788567
rssi_std,C(msg_limit),4.011454632710229,0.04583433368934338,6.846197657253634
rssi_std,C(topology):C(robot_speed),0.13928597665346384,0.709180172080563,0.23771409983738714
rssi_std,C(topology):C(msg_limit),1.1214331082699425,0.29021872118099984,1.9139074030652103
rssi_std,C(robot_speed):C(msg_limit),0.019079028484997915,0.8902063584296608,0.032561455151848266
rssi_std,C(topology):C(robot_speed):C(msg_limit),0.3632433539047302,0.5470357276494122,0.6199336715009425
rssi_std,Residual,,,716.7980893015458
gene_variance,C(topology),7.009820853356272,0.00841146263103439,2.1881491382318514
gene_variance,C(robot_speed),1.2589203679405592,0.2624965888008213,0.3929780198152594
gene_variance,C(msg_limit),0.6656998110901228,0.41501735556222696,0.2078013830068882
gene_variance,C(topology):C(robot_speed),2.6369947912051437,0.10515109056043773,0.8231505484387235
gene_variance,C(topology):C(msg_limit),4.103364714884903,0.04342975330839111,1.2808849402231712
gene_variance,C(robot_speed):C(msg_limit),0.6378136384464879,0.42495498318131,0.1990965807137542
gene_variance,C(topology):C(robot_speed):C(msg_limit),1.3068296281373035,0.25362065741038137,0.40793312474674115
gene_variance,Residual,,,131.10501071041688
fitness_spread_mean,C(topology),19.558432230781907,1.2443284510851338e-05,16.869446418076492
fitness_spread_mean,C(robot_speed),0.0009448807667338093,0.9754923592032151,0.0008149740877901539
fitness_spread_mean,C(msg_limit),25.57507190465669,6.368854678251806e-07,22.05888999911991
fitness_spread_mean,C(topology):C(robot_speed),0.04791881475418105,0.8268314249970321,0.041330709352110154
fitness_spread_mean,C(topology):C(msg_limit),0.5855738843606992,0.4445655682199654,0.5050664158296301
fitness_spread_mean,C(robot_speed):C(msg_limit),1.0922284503176114,0.2965790966191115,0.9420637145922743
fitness_spread_mean,C(topology):C(robot_speed):C(msg_limit),1.0807759772747973e-07,0.9997378502919552,9.321857817359713e-08
fitness_spread_mean,Residual,,,362.25641257897877
fitness_spread_std,C(topology),34.930190552814665,7.075877407367496e-09,59.607514227751054
fitness_spread_std,C(robot_speed),0.08239011736777446,0.774225706911601,0.14059671635057722
fitness_spread_std,C(msg_limit),5.6789369144371555,0.017613557438702084,9.69096668436401
fitness_spread_std,C(topology):C(robot_speed),0.013213406258322256,0.9085400189918021,0.02254835399048611
fitness_spread_std,C(topology):C(msg_limit),0.016690020008822613,0.8972692625363275,0.02848111016265781
fitness_spread_std,C(robot_speed):C(msg_limit),0.23527152865713802,0.6278952113502979,0.4014850984168206
fitness_spread_std,C(topology):C(robot_speed):C(msg_limit),0.0026692158505112512,0.9588206230591025,0.004554951440809342
fitness_spread_std,Residual,,,716.7197080646363
gene_cosine_similarity,C(topology),77.40344940898521,3.648544606707009e-17,0.6285353771381792
gene_cosine_similarity,C(robot_speed),1.040898916229024,0.3081998082510103,0.008452359654126544
gene_cosine_similarity,C(msg_limit),60.948309961964384,4.7150578095242676e-14,0.49491552741357564
gene_cosine_similarity,C(topology):C(robot_speed),2.2887015502369437,0.13107098738437709,0.018584829268189232
gene_cosine_similarity,C(topology):C(msg_limit),7.313905350904941,0.00712041919343401,0.059390741539101816
gene_cosine_similarity,C(robot_speed):C(msg_limit),1.8821850610571165,0.1708183528682088,0.015283813657250957
gene_cosine_similarity,C(topology):C(robot_speed):C(msg_limit),3.29252541670245,0.07030918308047847,0.02673613024129497
gene_cosine_similarity,Residual,,,3.4105050926501885
msg_rate,C(topology),20.626814018176237,7.302012506412037e-06,0.0035280270298201567
msg_rate,C(robot_speed),1.4465826966473725,0.22975466318722695,0.00024742467984366427
msg_rate,C(msg_limit),5518.706683027235,1.0302983186975963e-243,0.9439240752455632
msg_rate,C(topology):C(robot_speed),0.726878715819373,0.39438270152074484,0.00012432592617318093
msg_rate,C(topology):C(msg_limit),2.189982515854833,0.1396605690754498,0.000374576388964433
msg_rate,C(robot_speed):C(msg_limit),1.0788598469001869,0.2995503444539098,0.00018452906483267125
msg_rate,C(topology):C(robot_speed):C(msg_limit),0.09810667352299442,0.7542691219984095,1.6780245155158915e-05
msg_rate,Residual,,,0.07183714126761102
msg_variance,C(topology),959.3834735102546,1.6479766227270164e-110,4471.997104994497
msg_variance,C(robot_speed),20.16998438695654,9.168472349310286e-06,94.01883008910276
msg_variance,C(msg_limit),586.2090785505341,1.0579444861076892e-81,2732.5103825352267
msg_variance,C(topology):C(robot_speed),38.85993163561359,1.1096298033044298e-09,181.13872770697728
msg_variance,C(topology):C(msg_limit),466.532425025032,3.935695564175293e-70,2174.6587383503697
msg_variance,C(robot_speed):C(msg_limit),13.51851439209127,0.00026686469703898953,63.01417409668608
msg_variance,C(topology):C(robot_speed):C(msg_limit),25.382843826049406,6.996034098071346e-07,118.31765632911655
msg_variance,Residual,,,1957.75603390943
jitter_ms,C(topology),96.29697966489893,1.3297191846731073e-20,10109.944947803659
jitter_ms,C(robot_speed),2.511944310140381,0.1137390667984019,263.7218610162164
jitter_ms,C(msg_limit),49.199315886684495,9.304163339467477e-12,5165.295701016566
jitter_ms,C(topology):C(robot_speed),0.06258359943628423,0.8025804138881951,6.570473416071847
jitter_ms,C(topology):C(msg_limit),16.618523018957475,5.4671129551324914e-05,1744.7312825400052
jitter_ms,C(robot_speed):C(msg_limit),0.0012358300194859064,0.9719733451324286,0.12974626520295598
jitter_ms,C(topology):C(robot_speed):C(msg_limit),0.002622980357719551,0.9591785152889742,0.27537921862134074
jitter_ms,Residual,,,44094.60081566093
success_migration_rate,C(topology),44.31429732300182,8.764939553986961e-11,3.5632916408636324
success_migration_rate,C(robot_speed),1.0367270253001084,0.30917005676240433,0.08336272865127439
success_migration_rate,C(msg_limit),24.749885246520073,9.535926666620867e-07,1.9901265401647832
success_migration_rate,C(topology):C(robot_speed),0.27484311747391066,0.6003778726081831,0.022100004788642942
success_migration_rate,C(topology):C(msg_limit),0.83384509078776,0.3616869061919554,0.06704908847188132
success_migration_rate,C(robot_speed):C(msg_limit),0.06453666766831338,0.7995884508262132,0.005189362854058628
success_migration_rate,C(topology):C(robot_speed):C(msg_limit),0.8756976745724062,0.3499205010861567,0.07041443489408365
success_migration_rate,Residual,,,33.77200090197319
error_rate,C(topology),30.94452503473854,4.7350772480737234e-08,0.001728935299465735
error_rate,C(robot_speed),6.181409155491396,0.013297674339195781,0.0003453682510031149
error_rate,C(msg_limit),0.015349406535081036,0.9014594847003101,8.576034291868998e-07
error_rate,C(topology):C(robot_speed),1.9931775093915307,0.15874945865968357,0.00011136299394544355
error_rate,C(topology):C(msg_limit),0.10447903040607479,0.7466802954459071,5.83746182952337e-06
error_rate,C(robot_speed):C(msg_limit),1.0215320341444565,0.3127377894227322,5.7075130136419305e-05
error_rate,C(topology):C(robot_speed):C(msg_limit),2.562217052496637,0.11019687427625899,0.00014315642272684558
error_rate,Residual,,,0.02346627795903878
